"protein","mi_median_ctrl","sel_freq_ctrl","mi_median_als","sel_freq_als","mi_median_nonals","sel_freq_nonals","mi_full_ctrl","mi_full_als","mi_full_nonals","delta_mi_median","delta_sel_freq","high_ctrl","high_als","high_nonals","category"
"P01031.1",0.0464627287570518,0,0.0158641444550318,0,0.157574965465986,0.04,0.0271054928043819,0.00554290617705133,0.10778598626421,-0.188173549768006,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BQY9",0.046461630421393,0,0.0123468899257622,0,0.13011054114478,0.02,0.0210277232719887,0.00697006865892691,0.122432008029455,-0.164225281640411,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P55107",0.0464440190283295,0,0.0181326297433706,0,0.153657688431883,0,0.0224405205788503,0.00799476751402572,0.107785986264209,-0.181969077716842,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P07333",0.0464372646246574,0,0.0229745668122296,0,0.147210783318246,0,0.0154572630491887,0.0121266833858384,0.105553035649953,-0.170673481130674,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5MJ09",0.0464368771612798,0,0.0212466863280172,0,0.191889318573989,0.15,0.0210277232719887,0.0112258738184883,0.226000146791057,-0.217079509407251,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N5H3",0.0464180373837881,0.01,0.0136606624203945,0,0.119861844200658,0.01,0.0115774524940577,0.00571173522021429,0.117449877918596,-0.152619219164052,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.96",0.0464157304837862,0,0.0132721721931381,0,0.140105249193188,0.03,0.00926055629916434,0.00329205601903126,0.0909070138847079,-0.173248807483836,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q16270",0.0464123857740446,0,0.0152347242158539,0.01,0.121838755033247,0,0.00743529611347205,0.00828370453946725,0.0909070138847079,-0.153016416591438,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NT62",0.0463865555730356,0,0.0112582501579526,0,0.103399816450033,0,0.0134027126797496,0.00210276735640313,0.0014686680060052,-0.138528121865117,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P58743",0.046384901083534,0,0.0134579229581293,0,0.144587049773704,0.02,0.0210277232719887,0.00779988076279725,0.102803856153351,-0.177514027899108,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13444.1",0.0463843573537475,0.01,0.0108704387857228,0,0.152505159203561,0.03,0.0147824543449038,0.00520168167679858,0.11095455096676,-0.188019077771585,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8NBP7",0.0463750132133069,0,0.0269121116660445,0.02,0.123786343771815,0,0.0189731729025495,0.0193987789000571,0.0461878409453564,-0.143249245319078,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q4VCS5",0.0463608867603995,0,0.0220471605132282,0.02,0.130770364414709,0.01,0.00926055629916434,0.014730854898668,0.0963085292015153,-0.15508409066188,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P20718",0.0463573195856186,0,0.0214818608868945,0.02,0.189577269186366,0.12,0.0056100359277802,0.0108855147844249,0.117449877918596,-0.21445272788509,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q15075",0.0463555833411688,0,0.0230320261403525,0,0.144845164214877,0.01,0.00743529611347249,0.0201615705133213,0.0461878409453564,-0.168168721415693,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q92858",0.0463451743941821,0,0.0173024487245637,0,0.13553573996818,0.02,0.0257257511392277,0.00981606644671773,0.114700698421993,-0.164578465637798,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13261.1",0.0463214007438686,0,0.0163595822912104,0,0.111038797617675,0,0.0226698107625976,0.00714338320945362,0.0396925139935216,-0.141000616070333,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P00746.1",0.0462999653882119,0,0.0260647415498685,0.03,0.143148367943679,0,0.0109026437897728,0.0187504638493681,0.0909070138847079,-0.163383591782022,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P06400",0.046298875582556,0,0.0248427485928928,0.03,0.160393384921861,0,0.00743529611347249,0.0189267644037678,0.164402001472204,-0.181849511911524,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q92600",0.0462936777479761,0,0.019588338966503,0.01,0.127043509779218,0.01,0.00743529611347205,0.0124770771478735,0.066235378027409,-0.153748848560691,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9GZP0.1",0.0462839655382001,0.01,0.0123062270132261,0,0.134070735856924,0.02,0.0134027126797496,0.0042528704047573,0.114281313216045,-0.168048474381898,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96Q83",0.0462802578310912,0,0.0245082678433812,0.03,0.121319191331457,0.01,0.0257257511392273,0.014455156553129,0.0844116869328726,-0.143091181319167,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8WY91",0.0462755084787942,0,0.0126506740509578,0,0.118955061496504,0.02,0.00743529611347249,0.00234307952574841,0.0461878409453564,-0.152579895924341,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9ULL4",0.0462753392255471,0,0.019112707672948,0.01,0.115709472680092,0,0.0109026437897728,0.00877072253641176,0.0461878409453567,-0.142872104232691,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O60330",0.0462639408859911,0,0.0124216359795233,0,0.109370268615485,0,0.0134027126797496,0.00469870295393582,0.0396925139935216,-0.143212573521952,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q14781",0.0462552069419397,0,0.0253259161759967,0.06,0.112359817650229,0,0.0127279039754646,0.0282297859036298,0.0461878409453567,-0.133289108416172,0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BV19",0.0462548117430168,0,0.0126855525413703,0,0.141689531544463,0,0.0171479127168577,0.00643207221535347,0.114281313216045,-0.175258790746109,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P49721",0.0462483528531159,0,0.024409043745294,0.03,0.122048447636222,0.02,0.0129571941592119,0.0158374318259105,0.0909070138847075,-0.143887756744044,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q86TA1",0.0462416272797264,0,0.0155438801683183,0,0.126394841516237,0,0.00926055629916434,0.00858353868043604,0.0396925139935216,-0.157092588627645,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O43353",0.0462261708279557,0.02,0.0118107207073435,0,0.121404021583063,0.01,0.0115774524940577,0.00414344032360381,0.0909070138847075,-0.155819471703675,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P26992.1",0.0462171419212809,0,0.013717041042993,0,0.113256077988406,0,0.00926055629916434,0.00672168234806936,0.0396925139935216,-0.145756178866694,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P45877",0.0462136841303953,0,0.0103445286467734,0,0.133413390778994,0.05,0.00743529611347249,0.00533272898623194,0.11095455096676,-0.169282546262616,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99935",0.0462080812077692,0,0.0157629872668048,0,0.162853543933644,0.04,0.0134027126797496,0.0151684118533328,0.134328850298097,-0.193298637874608,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5T601",0.0462020519081152,0.02,0.0122114403997173,0,0.131405803011236,0.01,0.0130057563362729,0.00494776237206818,0.0909070138847079,-0.165396414519634,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6UXI9",0.0462008569441881,0,0.0136945864951779,0,0.117449877918595,0,0.0226698107625976,0.00278907729616851,0.0461878409453567,-0.149956148367606,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q7Z7H3",0.0461975613634384,0,0.0141886358772239,0,0.121274333421181,0,0.0129571941592119,0.00571173522021429,0.0515893562621641,-0.153283258907396,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UBK2",0.0461887247520798,0.01,0.0116230950888645,0,0.104798250287568,0,0.0115774524940577,0.00335905363784983,0.0296668999014675,-0.139363879950783,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96JJ3",0.0461729761945571,0,0.0101844491288483,0,0.114491005819019,0,0.0331214715477191,0.000536933315679278,0.0014686680060052,-0.150479532884728,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P55957",0.0461639855748843,0,0.0170387269680765,0,0.126432511879981,0,0.0056100359277802,0.0101861167201034,0.105553035649953,-0.155557770486788,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BZP6",0.0461425623446186,0,0.0151617683956426,0,0.116461487338165,0,0.0134027126797496,0.0126249237654168,0.0909070138847075,-0.147442281287141,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UGI8",0.0461319277627543,0.03,0.0202078148153455,0,0.124574431836642,0,0.0226698107625976,0.00674143280833794,0.0461878409453567,-0.15049854478405,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O14548",0.0461212993321245,0,0.0258437241714984,0.03,0.157068468223604,0.03,0.0275510113249195,0.0231468467196065,0.119682828532852,-0.17734604338423,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P07339",0.0461178712398647,0.01,0.0120664380139706,0,0.117306687063505,0,0.0320652130353101,0.0026320165511895,0.052683167897192,-0.151358120289399,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9H6Y5.1",0.0461074002342332,0,0.0197254287890321,0,0.134132318835738,0,0.00743529611347249,0.0114375504561126,0.102803856153351,-0.160514290280939,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P08571",0.0461063069268746,0,0.0235414690146243,0.02,0.129031507092917,0,0.0056100359277802,0.0130974439980469,0.0909070138847079,-0.151596345005167,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13490",0.0461034568364642,0.01,0.0304556269494056,0.09,0.102133579043282,0.01,0.0189246107254886,0.0202274438044445,0.0396925139935216,-0.117781408930341,0.07,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P26641",0.0460997228155655,0,0.0115748163447795,0,0.108777015619278,0,0.00926055629916434,0.00465948128774052,0.0461878409453567,-0.143301922090064,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8IWE5",0.0460987136565278,0,0.00954799026844944,0,0.164402001472204,0,0.0056100359277802,0.00126397040233961,0.164402001472204,-0.200952724860282,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96MF7",0.0460869008827451,0,0.0152286864839339,0,0.161065736691434,0.06,0.0056100359277802,0.00545111582396318,0.102803856153351,-0.191923951090245,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NPC4",0.046085148836821,0.01,0.0282862501648593,0.02,0.152505159203561,0.03,0.00369009607636439,0.0207882258483219,0.114281313216045,-0.170304057875522,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5JZY3",0.0460600724963478,0,0.013410675331915,0,0.175334365775486,0.02,0.0131403668542953,0.00409492943361389,0.102803856153351,-0.207983762939919,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75556",0.0460351855416059,0,0.0222411266259417,0,0.129174697948007,0,0.0228529834576805,0.0109843350775827,0.105553035649953,-0.152968756863672,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q86YM7.1",0.0460279472565828,0,0.0113543214745391,0,0.106292118275888,0,0.0189246107254895,0.00303075288224219,0.0014686680060052,-0.140965744057932,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"A6NIH7",0.0460207559077765,0,0.0231257518980248,0.01,0.103567448002414,0,0.00743529611347249,0.0214869054239664,0.0014686680060052,-0.126462452012166,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P10720",0.04601588034541,0,0.0137599114154252,0,0.141718592037081,0.02,0.00926055629916434,0.0035823564612012,0.0461878409453567,-0.173974560967066,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.29",0.0460143900225072,0,0.0120891723898202,0,0.140899517977419,0,0.0275510113249195,0.00302938946551379,0.0461878409453564,-0.174824735610106,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P09417",0.0460030760592924,0,0.0143057251391412,0,0.115422333779214,0,0.00743529611347205,0.00908861841056341,0.0909070138847079,-0.147119684699365,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P51857",0.0459973617522276,0,0.0209338062437054,0.01,0.133536314620778,0,0.0109026437897732,0.013844281542442,0.0461878409453567,-0.1585998701293,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q969X5",0.0459896228628114,0,0.0156632789612923,0,0.110188450014787,0,0.00926055629916434,0.0072084072653853,0.0461878409453564,-0.140514793916306,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UFW8",0.0459781963773416,0.02,0.0244461176486062,0.02,0.120554579647901,0.01,0.0296055616943582,0.018035880212278,0.0461878409453564,-0.142086658376636,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q969M7",0.0459768730187773,0,0.018542869902008,0,0.158621167971986,0.02,0.0130057563362729,0.0215018596971128,0.102803856153351,-0.186055171088755,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q4LDE5.1",0.0459754704801787,0.01,0.0125264870728952,0,0.120625436049722,0,0.0296055616943582,0.00324380589196727,0.113187501581017,-0.154074419457006,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O00629",0.0459754588994039,0,0.0160905588185192,0,0.103567448002414,0,0.0228529834576805,0.00607639460747134,0.0461878409453564,-0.133452348083299,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99719",0.0459398898493919,0,0.0127375906831626,0,0.126886481224265,0.02,0.00926055629916434,0.00469870295393671,0.052683167897192,-0.160088780390494,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NZU0",0.0459390656868479,0,0.0309382604196318,0.02,0.137793199805564,0,0.0131403668542953,0.0184096632110511,0.114281313216045,-0.152794005072781,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P23435",0.0459319651580326,0,0.0142306807926329,0,0.111296912058848,0.02,0.0131403668542953,0.0056595173396623,0.0461878409453564,-0.142998196424248,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P11142",0.0459271204310649,0,0.0255813766978008,0.01,0.146559147735399,0.03,0.0288995731543289,0.0209801911523386,0.0580846832139994,-0.166904891468663,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y2S2",0.0459215663812562,0,0.0145448412731333,0,0.130770364414709,0.01,0.00743529611347249,0.00958185255362354,0.122851393235403,-0.162147089522832,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8IZQ5",0.0458972964353126,0,0.0121771207386137,0,0.230337863856122,0.19,0.0171479127168577,0.000950934764583522,0.184449538554256,-0.264058039552821,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6ICB0",0.0458852966535603,0,0.0231082598528649,0.01,0.124863223212982,0,0.0130057563362729,0.0155760694985427,0.0396925139935216,-0.147640260013678,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"A6NI79",0.0458793566668303,0,0.0187006914845662,0.04,0.10959519701858,0,0.0234088549443343,0.00706322242874347,0.0909070138847079,-0.136773862200844,0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NTX5",0.0458729587257263,0,0.0102674345199434,0,0.120672012336893,0.01,0.0130057563362729,0.000777245485024558,0.0844116869328726,-0.156277536542676,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q15465",0.045855479802728,0,0.0242962373276612,0.02,0.116825947987221,0,0.00926055629916434,0.019341646376215,0.0461878409453564,-0.138385190462287,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99986",0.0458333385637977,0,0.0191441075233025,0.02,0.151624698780637,0.04,0.0109026437897728,0.0116387793263715,0.134328850298097,-0.178313929821133,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q07325.1",0.0458125588719938,0,0.0175470065776198,0.02,0.136904162004441,0.01,0.0189246107254886,0.00805506868887829,0.0909070138847079,-0.165169714298815,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8TBC4",0.0457856262741883,0,0.0112586305067246,0,0.117392766258082,0,0.0113151066686039,0.00505305916910093,0.0844116869328726,-0.151919762025545,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q92851.1",0.045780001059146,0,0.0108355176836301,0,0.124342752120814,0,0.0189731729025495,0.00194063840476133,0.0844116869328726,-0.15928723549633,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q86Y29",0.0457669663934939,0,0.022897345095787,0.03,0.168646862015229,0.05,0.0056100359277802,0.0126112946742563,0.134328850298097,-0.191516483312936,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99729",0.0457650401908363,0,0.0160601324974419,0.01,0.102870357901235,0,0.0130057563362729,0.011247574247899,0.0014686680060052,-0.132575265594629,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UMF0.1",0.0457649226780692,0.01,0.0143721795419862,0,0.117449877918595,0,0.0018648358906721,0.00353236818837654,0.0580846832139994,-0.148842621054678,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8NC67",0.0457612100130596,0,0.0114179626823059,0.01,0.133388881555865,0.01,0.0147824543449038,0.00570189638664198,0.113187501581017,-0.167732128886619,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5JSQ8",0.0457592712608494,0,0.0178624182256779,0,0.142422446458358,0,0.00743529611347205,0.0116551938412117,0.0963085292015153,-0.17031929949353,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N3E9",0.0457532179586739,0,0.0143808659814504,0,0.129587318833859,0.01,0.0129571941592119,0.00469870295393582,0.0515893562621641,-0.160959670811082,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.203",0.0457471992391643,0,0.0192737402026708,0,0.114590259161576,0.02,0.00743529611347205,0.00966891852066976,0.0461878409453564,-0.14106371819807,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P09211",0.0457356419275867,0,0.00975666143329001,0,0.120501009932155,0,0.0115774524940577,0.0013367473509911,0.0461878409453567,-0.156479990426451,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P05111",0.0457197868166812,0,0.0165208528676388,0,0.106544065005021,0,0.0018648358906721,0.0138494599493653,0.0580846832139994,-0.135742998954064,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NXR1",0.0457084442728559,0,0.0140416070936045,0,0.114356653943531,0,0.00743529611347205,0.00868049203055321,0.0461878409453567,-0.146023491122783,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P30305",0.0456956545016276,0,0.0243435157112886,0.03,0.115698721205637,0.01,0.00743529611347205,0.011415111400646,0.0909070138847075,-0.137050859995976,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9H4F8",0.0456945506716555,0,0.0269118983983907,0.03,0.152650759724811,0.02,0.0147824543449038,0.0108061364311736,0.117449877918595,-0.171433411998076,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NPH3",0.0456939889566466,0,0.0161056479920887,0,0.129353713615814,0.01,0.0134027126797496,0.00791131650007859,0.102803856153351,-0.158942054580372,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BW62",0.0456899123096894,0.01,0.0124571157381792,0,0.172552696285613,0.06,0.0131403668542953,0.00438375249294864,0.113187501581017,-0.205785492857123,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75970",0.0456744579750006,0,0.0150554818674353,0,0.135974715628187,0.01,0.0206152603931584,0.00516403843969737,0.0515893562621641,-0.166593691735752,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P07864",0.045669331325825,0,0.0302055677335658,0.06,0.124342752120814,0.01,0.00743529611347293,0.0228269942837804,0.0844116869328726,-0.139806515713073,0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9P0K1",0.0456601920405397,0,0.0104361902271519,0,0.115025612245366,0.01,0.0109026437897728,0.000950934764583522,0.134328850298097,-0.150249614058754,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P51153",0.0456583575847544,0,0.0110299189432357,0,0.117449877918595,0.01,0.00743529611347249,0.00501353928961024,0.066235378027409,-0.152078316560114,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q14626.1",0.0456426910134655,0,0.0134365100275229,0.01,0.130241203500225,0.02,0.0018648358906721,0.00580421853085911,0.122432008029455,-0.162447384486168,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P25786",0.0456055059617748,0.01,0.0141408944422887,0,0.110976538079613,0.01,0.0215835947586425,0.00502836712627186,0.0014686680060052,-0.142441149599099,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P09651.1",0.0455896551570121,0,0.010980961246549,0,0.131156743650779,0,0.0189731729025495,0.000536933315679278,0.0909070138847075,-0.165765437561242,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6P4A8",0.045589501954274,0,0.0163369852392372,0.01,0.130873903885365,0.01,0.00926055629916434,0.00942530887041348,0.0844116869328726,-0.160126420600402,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q15819",0.0455886722144361,0,0.0113944236148582,0,0.114823864379621,0,0.00743529611347249,0.00194063840476089,0.0844116869328726,-0.149018112979199,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.138",0.0455782767460906,0,0.0163584371809102,0.01,0.100218251189507,0,0.00369009607636439,0.00839555211582121,0.0909070138847079,-0.129438090754688,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P18093",0.0455589159309699,0,0.0247247672272721,0.03,0.117361276613744,0,0.00369009607636439,0.0157915894124141,0.052683167897192,-0.138195425317442,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NZQ0",0.045544772719095,0,0.0119253268395905,0,0.120501009932154,0.01,0.00926055629916434,0.00142346712327512,0.0963085292015153,-0.154120455811659,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9HBU6",0.0455397908813435,0,0.0115745347751368,0,0.121172341867236,0.01,0.0115774524940577,0.00386203236071259,0.0515893562621641,-0.155137597973442,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5SZK8",0.0455373740671736,0,0.0113122011293789,0,0.127043509779218,0,0.0115774524940577,0.00345959123972506,0.0396925139935216,-0.161268682717013,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O43567",0.0455230016942145,0,0.0116853994708752,0,0.127312939809979,0.01,0.0056100359277802,0.00246988759954725,0.0844116869328726,-0.161150542033318,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P19793",0.0455204544935253,0,0.0145490092868614,0,0.146131152658326,0,0.0210277232719887,0.00173545994696678,0.0909070138847079,-0.17710259786499,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P28325",0.0454906670839936,0,0.0206726476739119,0.01,0.149627795543511,0.03,0.0244950709482894,0.0133679265401674,0.127833523346262,-0.174445814953593,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P13497",0.0454756941758812,0,0.03524177301122,0.13,0.114318983579788,0,0.0018648358906721,0.0257057161730021,0.0396925139935216,-0.124552904744449,0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9H2J4",0.0454692884302119,0,0.0164058260765079,0,0.129642734100632,0.01,0.0130057563362729,0.0137888823747252,0.0844116869328726,-0.158706196454336,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9P0Z9",0.0454668179649482,0,0.0120954994441262,0,0.10503245211367,0,0.0018648358906721,0.00335905363784983,0.066235378027409,-0.138403770634492,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P50053",0.0454650759794064,0,0.015719957735318,0,0.119319409701445,0,0.0018648358906721,0.00351611438282884,0.0396925139935216,-0.149064527945533,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UNA3",0.0454645826357696,0,0.0163937929102285,0,0.142547892410418,0.01,0.0284707835133426,0.00904477232905609,0.122851393235403,-0.171618682135959,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75381",0.0454639428971346,0,0.0161111292160074,0,0.103463908531757,0,0.0134027126797496,0.00955230735805879,0.052683167897192,-0.132816722212885,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96S95",0.0454635853167211,0.01,0.012976312099537,0,0.111044965329715,0,0.034700545905074,0.00415233280288207,0.0461878409453567,-0.143532238546899,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O15173.1",0.0454621728217564,0,0.0181522243647705,0,0.117114739363561,0,0.0018648358906721,0.0148426285430578,0.052683167897192,-0.144424687820547,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P48307",0.0454611163561787,0,0.0123718478555941,0,0.122048447636222,0,0.00606759032871729,0.00399076720984004,0.0461878409453564,-0.155137716136806,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P18440",0.0454246279635664,0,0.0140479316786617,0,0.152796360246062,0.02,0.021583594758642,0.00722535138038616,0.102803856153351,-0.184173056530966,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P40189",0.0454204956840625,0,0.0216366004039805,0.02,0.122114949384106,0,0.0018648358906721,0.0124743986580937,0.0844116869328726,-0.145898844664188,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P16112",0.0453839051829168,0,0.0145771725928106,0,0.114552588797833,0,0.0206152603931584,0.00673437865138471,0.052683167897192,-0.145359321387939,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O43316",0.0453824012175812,0,0.0256027746634109,0.01,0.132601377091731,0.02,0.0127279039754646,0.0143054188097507,0.066235378027409,-0.152381003645901,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P24298.1",0.0453710174601047,0,0.0157904631414671,0,0.158249035612456,0.04,0.0189731729025495,0.00909512763630849,0.11095455096676,-0.187829589931093,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P05814",0.0453629945575122,0,0.0172189005092247,0,0.115151058197426,0,0.0386433695934589,0.00685168182119567,0.052683167897192,-0.143295152245713,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q17R31",0.0453453242094428,0,0.0172427025420057,0.01,0.113388517369042,0,0.0018648358906721,0.00758357914425156,0.0909070138847075,-0.141491139036479,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P02654",0.0453304816198632,0.04,0.0186651828993356,0.01,0.16999753914846,0.04,0.0307248333400207,0.0042528704047573,0.134328850298097,-0.196662837868988,-0.07,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BW71",0.0453243773466454,0.02,0.0143259629767942,0.01,0.142015993284547,0.01,0.0331214715477191,0.00553352966083986,0.0909070138847075,-0.173014407654398,-0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P0CG13",0.045285589683925,0,0.018450308864058,0,0.166008270936332,0.04,0.0314308218800501,0.00893705364572339,0.102803856153351,-0.192843551756199,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P04156",0.045280841912003,0,0.0133948411562614,0.01,0.151479098259387,0.02,0.0134027126797496,0.00229619831998873,0.114281313216044,-0.183365099015128,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.14",0.0452721925558948,0,0.0111848793149196,0,0.105069558362281,0,0.0381678935813747,0.00536921689749237,0.0014686680060052,-0.139156871603256,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13616",0.0452563367213201,0.01,0.0164123499145716,0.01,0.114497999247594,0,0.0171479127168577,0.0210902912813462,0.0396925139935216,-0.143341986054342,-0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
